Up or Down,open,high,low,close,Consensus Estimate Revenue,Actual Revenue,Retained Earnings,Consensus Estimat Earnings Per share,Earnings Per Share,return on Assets,Gross Profit,Net Income,Gross Margin,Profit Margin,Working Capital,Current Ratio (CA/CL),Debt-To-Assets Ratio
0,183.6799927,184.7200012,179.3200073,180.4199982,13030.464,12948,678,0.882,0.91,10.850937,20.319741,207,20.319741,3.212851,2868,1.546285714,0.527546987
0,180.25,181.1499939,174.3899994,176.6799927,13030.464,12948,678,0.882,0.91,10.850937,20.319741,207,20.319741,3.212851,2868,1.546285714,0.527546987
1,176.8600006,179.75,174.5599976,177.75,13030.464,12948,678,0.882,0.91,10.850937,20.319741,207,20.319741,3.212851,2868,1.546285714,0.527546987
0,178.9499969,180.75,177.1000061,177.2400055,13030.464,12948,678,0.882,0.91,10.850937,20.319741,207,20.319741,3.212851,2868,1.546285714,0.527546987
0,173.9100037,175.8899994,172.1499939,173.2899933,13030.464,12948,678,0.882,0.91,10.850937,20.319741,207,20.319741,3.212851,2868,1.546285714,0.527546987
0,173.5299988,173.9600067,168.6699982,169.4400024,13030.464,12948,678,0.882,0.91,10.850937,20.319741,207,20.319741,3.212851,2868,1.546285714,0.527546987
1,169.0899963,173.3000031,168.3500061,172.0200043,13030.464,12948,678,0.882,0.91,10.850937,20.319741,207,20.319741,3.212851,2868,1.546285714,0.527546987
1,173.7100067,174.4600067,172.0500031,172.7899933,13030.464,12948,678,0.882,0.91,10.850937,20.319741,207,20.319741,3.212851,2868,1.546285714,0.527546987
0,172.6199951,172.75,169.5099945,171.6699982,13030.464,12948,678,0.882,0.91,10.850937,20.319741,207,20.319741,3.212851,2868,1.546285714,0.527546987
0,171.9199982,172.0899963,166.2400055,169.0800018,13030.464,12948,678,0.882,0.91,10.850937,20.319741,207,20.319741,3.212851,2868,1.546285714,0.527546987
0,169.3899994,169.7100067,166.7200012,166.8899994,13030.464,12948,678,0.882,0.91,10.850937,20.319741,207,20.319741,3.212851,2868,1.546285714,0.527546987
1,166.6699982,169.75,163.8999939,169.0500031,13030.464,12948,678,0.882,0.91,10.850937,20.319741,207,20.319741,3.212851,2868,1.546285714,0.527546987
0,167.0700073,168.4700012,164.8200073,166.1399994,13030.464,12948,678,0.882,0.91,10.850937,20.319741,207,20.319741,3.212851,2868,1.546285714,0.527546987
1,165.5,169.1999969,164.1199951,168.0700073,13030.464,12948,678,0.882,0.91,10.850937,20.319741,207,20.319741,3.212851,2868,1.546285714,0.527546987
0,166.6000061,168.0800018,164.5700073,166.7299957,13030.464,12948,678,0.882,0.91,10.850937,20.319741,207,20.319741,3.212851,2868,1.546285714,0.527546987
0,161.3899994,166.8800049,160.7599945,165.0800018,13030.464,12948,678,0.882,0.91,10.850937,20.319741,207,20.319741,3.212851,2868,1.546285714,0.527546987
0,164.6999969,168.1399994,162.8699951,164.6999969,13030.464,12948,678,0.882,0.91,10.850937,20.319741,207,20.319741,3.212851,2868,1.546285714,0.527546987
0,165.9100037,166.3000031,160.7799988,160.9700012,13030.464,12948,678,0.882,0.91,10.850937,20.319741,207,20.319741,3.212851,2868,1.546285714,0.527546987
1,161.1900024,163.5399933,160.5899963,161.8200073,13030.464,12948,678,0.882,0.91,10.850937,20.319741,207,20.319741,3.212851,2868,1.546285714,0.527546987
1,163.3699951,165.7899933,161.7200012,164.5200043,13030.464,12948,678,0.882,0.91,10.850937,20.319741,207,20.319741,3.212851,2868,1.546285714,0.527546987
0,164.0700073,164.4400024,162.25,162.6000061,13030.464,12948,678,0.882,0.91,10.850937,20.319741,207,20.319741,3.212851,2868,1.546285714,0.527546987
1,162.3000031,166.2599945,160.8200073,165.3200073,13030.464,12948,678,0.882,0.91,10.850937,20.319741,207,20.319741,3.212851,2868,1.546285714,0.527546987
1,168.2100067,172,167.3600006,171.1000061,13030.464,12948,678,0.882,0.91,10.850937,20.319741,207,20.319741,3.212851,2868,1.546285714,0.527546987
0,171.6399994,173.4900055,170.3000031,170.9799957,13030.464,12948,678,0.882,0.91,10.850937,20.319741,207,20.319741,3.212851,2868,1.546285714,0.527546987
0,171.8000031,172.5,169.25,169.3500061,13030.464,12948,678,0.882,0.91,10.850937,20.319741,207,20.319741,3.212851,2868,1.546285714,0.527546987
1,170.7299957,174.8399963,170.0700073,174.6199951,13030.464,12948,678,0.882,0.91,10.850937,20.319741,207,20.319741,3.212851,2868,1.546285714,0.527546987
1,177.7799988,181.1600037,177.6600037,179.4199982,13030.464,12948,678,0.882,0.91,10.850937,20.319741,207,20.319741,3.212851,2868,1.546285714,0.527546987
1,179.3099976,181.5700073,178.5,180.1300049,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
0,181.5800018,183.25,178.5899963,180.1300049,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
1,180.8899994,183.6100006,180.6900024,182.9400024,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
1,182.1000061,186.3600006,181.8000031,185.2899933,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
0,186.1499939,188.2700043,181.1199951,182.7599945,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
1,182.7799988,185.1699982,181.7599945,184.9100037,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
0,185.2599945,186.2200012,182.7799988,184.7100067,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
0,184.8600006,186.4900055,181.8500061,184.0399933,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
0,183.0599976,184.5899963,179.4199982,180.4799957,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
1,180.8300018,182.8800049,179.8000031,182.2899933,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
0,181.3899994,182.0800018,179.3600006,181.8200073,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
0,181,181.7799988,179.0200043,180.0099945,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
0,178.3800049,178.9100037,175.3699951,178.3399963,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
1,178.3500061,179.4700012,176.6000061,178.8200073,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
1,181.6199951,185,181.5899963,183.8699951,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
1,184.5599976,185.9700012,183.0500031,185.8899994,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
0,185.6499939,186.3500061,183.7700043,185.4199982,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
0,186.2700043,186.4199982,180.7400055,182.3000031,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
1,183.1999969,197.8000031,182.75,196.6300049,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
0,195.9600067,196.7899933,192.2700043,195.0700073,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
1,194.3800049,196.5899963,193.7799988,195.8099976,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
1,196.5700073,203.4199982,196.1799927,201.1900024,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
0,201,202.5899963,196.6900024,198.4499969,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
1,198.25,201.8600006,195.3699951,199.9700012,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
0,198.6600037,201,196.1199951,197.1100006,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
1,199.1000061,199.5599976,196.5599976,197.6000061,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
1,198.3399963,202.3600006,196.7799988,200.8000031,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
1,201.9400024,205.2899933,201.5599976,203.9400024,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
1,203.1199951,205.5,202.25,204.3800049,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
1,204.2200012,206.1900024,200.6199951,206.0700073,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
0,205.6999969,206.3899994,202.3600006,202.5599976,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
0,200.5399933,200.8999939,191.3699951,192.5099945,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
1,191.8200073,195.9799957,191.7599945,194.8099976,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
1,194.1300049,198.2799988,193.25,197.0899963,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
1,198.3300018,199.9499969,197.5500031,198.8000031,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
0,197.9499969,199.8000031,197.2400055,198.6499939,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
0,195.5599976,197.2899933,192.0200043,196.2200012,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
0,197,197,193,193.2700043,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
0,193.5700073,194.3500061,191.1399994,192.2599945,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
1,191.2400055,196.4499969,190.8800049,195,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
0,194.7599945,196.1199951,193.5,194.1300049,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
1,195.9400024,198.4400024,195.0299988,196.6900024,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
0,196.0599976,197.2599945,192.0500031,192.3999939,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
1,192.2799988,194.4400024,190.5599976,193.6499939,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
0,191.2299957,193.2100067,187.6199951,188.3200073,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
0,188.0099945,189.8500061,185.1799927,185.6900024,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
1,185.7200012,190.6300049,185.5200043,187.5500031,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
1,187.4499969,189.8099976,186.3200073,188.0500031,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
1,189.7400055,191.7599945,185.7100067,189.6799927,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
0,189.25,190.7700043,186.2799988,186.5299988,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
0,186.8099976,189.3099976,184.8600006,186.2899933,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
1,188.9900055,190.7200012,187.0700073,189.9600067,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
0,188.0399933,192.4499969,185.3000031,185.9799957,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
0,185.7400055,187,181.5899963,183.6499939,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
1,186.5099945,187.3899994,184.6399994,186.3699951,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
1,185.9600067,188.8500061,185.5700073,187.7200012,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
1,188.3000031,195,187.1199951,194.2299957,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
0,193.9600067,195.1999969,191.3200073,191.6300049,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
1,189.5,194.4600067,188.3000031,194.1600037,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
0,193.8800049,194.9199982,191.3500061,192.5500031,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
1,194.5,202.5800018,194.0299988,201.25,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
1,201.9199982,202.8800049,200.6000061,202.3500061,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
1,202.6699982,206.25,201.0299988,204.1799927,9546.214,9857,908,0.609,0.44,9.691363,22.816273,231,22.816273,2.03916,3184,1.49945098,0.548298263
1,200.7799988,205.1999969,200.5,204.4900055,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
1,205.5500031,210.2700043,203.6100006,209.4900055,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
1,208.7599945,214.4499969,208.7299957,213.1900024,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
1,212.1199951,214.3999939,211.0099945,214.1900024,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
1,215.0899963,217.8000031,215.0899963,216.7400055,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
1,214.3000031,218.3200073,213.25,218.2799988,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
0,216.7400055,217.5,211,212.5500031,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
0,214.6399994,215.6499939,211.1199951,211.2299957,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
1,214.6999969,216.8300018,212.1399994,213.5,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
0,213.5800018,215.9100037,209.3800049,210.3800049,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
1,213.0800018,214.5299988,209.2899933,212.8699951,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
0,212.5299988,213.3899994,208.2899933,211.5299988,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
1,213.7700043,218.3999939,213.7700043,218.0599976,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
0,220.0500031,220.1999969,214.4100037,215.5500031,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
0,216.7400055,217.0899963,211.0700073,213.2100067,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
1,213.8600006,217.9499969,211.1100006,216.5200043,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
0,215.4900055,216.0800018,213,213.4900055,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
1,214.9900055,215.6000061,210.3500061,214.1799927,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
1,224.3899994,227.1999969,219.6199951,222.5200043,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
1,223.2700043,225.9499969,220.2299957,223.8999939,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
0,221.2899933,225.75,219.5099945,222.5200043,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
0,225,227.4499969,217.6600037,221.3200073,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
0,220.3200073,222.4299927,211.3000031,211.6999969,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
0,212.9700012,214.8300018,205.5399933,209.9600067,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
0,206.7299957,208,201.4499969,201.4799957,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
1,204.6699982,207.3200073,194.8399963,202.6999969,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
0,196.3999939,200.3899994,190.0500031,193.6999969,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
1,196.6999969,205.0899963,190.4600067,205.0899963,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
0,200.7599945,202.3999939,193.6000061,194.1300049,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
1,197.0099945,200.8500061,191.3600006,198.3600006,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
1,200.2799988,204.5599976,197.2100067,202.3000031,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
1,202.0599976,205.2799988,198.3200073,202.9499969,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
0,201.1399994,201.3899994,194.75,197.6799927,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
0,198.5299988,199.6000061,193.7400055,195.9299927,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
0,191.2100067,191.3399963,179.7200012,182.5200043,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
0,180.2899933,190,177.5500031,178.9299927,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
0,182.8300018,184.1999969,177.1000061,177.5399933,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
1,178.9199982,194.8399963,178.5200043,193.5500031,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
1,193.8899994,196.3099976,190.1699982,193.7299957,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
0,194.4100037,196.9900055,191.0700073,192.0299988,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
1,191.2400055,199.7200012,189.6000061,199.2700043,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
1,202.8200073,206.6699982,202.5500031,206.5299988,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
1,205.7799988,212.4900055,204.3200073,210.9199982,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
1,212.2700043,216.1699982,211.3500061,215.2299957,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
0,215.2799988,217.6399994,211.6199951,212.5399933,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
0,208.9400024,210.6900024,207,210,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
1,204.7700043,216.6000061,204.4700012,216.1799927,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
1,218.8000031,220.1900024,214.2200012,219.8999939,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
0,218.3000031,220.6399994,216.3399963,217.2599945,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
0,215.0500031,216.9600067,209.75,211.3899994,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
1,208.75,216.6600037,208.6499939,216.5599976,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
1,217.7899933,219.9499969,215.0099945,219.5299988,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
1,220.2200012,224.9900055,216.7200012,222.5700073,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
1,223.9900055,227.1999969,221.25,226.7799988,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
1,227.5700073,240.4400024,226.7400055,239.3000031,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
1,237.1100006,244,232.8800049,241.6900024,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
0,240.8000031,241.0500031,231.0299988,233.25,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
0,234.5099945,240.5200043,231.8099976,231.8699951,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
0,224.7200012,228.7899933,219,223.2299957,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
1,220.5099945,224.4900055,219.0599976,223.6100006,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
1,227.4799957,230.2400055,221.3999939,229.8500061,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
0,234.2200012,234.75,222.3999939,224.2100067,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
1,226.3500061,235.8099976,225.6000061,229.7100067,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
0,234.1699982,234.3000031,216.2899933,222.4400024,9377.323,9913,1324,0.341,0.41,7.07145,24.089579,416,24.089579,1.926763,3375,1.325395295,0.634835346
0,218.1900024,223,215.2100067,216.2299957,10939.286,10876,1525,0.243,0.14,7.29498,23.455314,201,23.455314,0.579257,3558,1.460284605,0.564802748
0,217.0099945,221.6000061,211.3899994,211.9799957,10939.286,10876,1525,0.243,0.14,7.29498,23.455314,201,23.455314,0.579257,3558,1.460284605,0.564802748
1,209.6199951,215,200.4299927,212.5,10939.286,10876,1525,0.243,0.14,7.29498,23.455314,201,23.455314,0.579257,3558,1.460284605,0.564802748
1,212.5299988,220.1699982,208.4799957,219.5,10939.286,10876,1525,0.243,0.14,7.29498,23.455314,201,23.455314,0.579257,3558,1.460284605,0.564802748
1,220.2799988,223.6199951,217.5500031,221.5099945,10939.286,10876,1525,0.243,0.14,7.29498,23.455314,201,23.455314,0.579257,3558,1.460284605,0.564802748
1,222.4799957,227.8999939,218.4100037,224.7400055,10939.286,10876,1525,0.243,0.14,7.29498,23.455314,201,23.455314,0.579257,3558,1.460284605,0.564802748
1,226.2299957,232.8000031,224.1000061,231.3200073,10939.286,10876,1525,0.243,0.14,7.29498,23.455314,201,23.455314,0.579257,3558,1.460284605,0.564802748
1,230.6000061,236.75,229,235.4799957,10939.286,10876,1525,0.243,0.14,7.29498,23.455314,201,23.455314,0.579257,3558,1.460284605,0.564802748
1,236.6399994,241.8399963,234.3300018,236.8099976,10939.286,10876,1525,0.243,0.14,7.29498,23.455314,201,23.455314,0.579257,3558,1.460284605,0.564802748
0,237,239.6799927,235.2299957,236.1499939,10939.286,10876,1525,0.243,0.14,7.29498,23.455314,201,23.455314,0.579257,3558,1.460284605,0.564802748
1,240.8699951,246.7100067,240.1799927,246.7100067,10939.286,10876,1525,0.243,0.14,7.29498,23.455314,201,23.455314,0.579257,3558,1.460284605,0.564802748
0,244.2899933,246.7100067,240.6699982,242.3300018,10939.286,10876,1525,0.243,0.14,7.29498,23.455314,201,23.455314,0.579257,3558,1.460284605,0.564802748
1,242.3099976,244.6100006,236.6199951,243.8800049,10939.286,10876,1525,0.243,0.14,7.29498,23.455314,201,23.455314,0.579257,3558,1.460284605,0.564802748
0,240.6699982,243.3300018,229.25,231.5299988,10939.286,10876,1525,0.243,0.14,7.29498,23.455314,201,23.455314,0.579257,3558,1.460284605,0.564802748
1,232.1300049,234.7400055,229.8000031,233.6100006,10939.286,10876,1525,0.243,0.14,7.29498,23.455314,201,23.455314,0.579257,3558,1.460284605,0.564802748
1,236.9100037,237,230.6000061,234.7799988,10939.286,10876,1525,0.243,0.14,7.29498,23.455314,201,23.455314,0.579257,3558,1.460284605,0.564802748
1,236.0200043,240.4700012,234,237.6100006,10939.286,10876,1525,0.243,0.14,7.29498,23.455314,201,23.455314,0.579257,3558,1.460284605,0.564802748
0,238.5899963,239.0099945,225.8899994,227.1499939,10939.286,10876,1525,0.243,0.14,7.29498,23.455314,201,23.455314,0.579257,3558,1.460284605,0.564802748
