Open,High,Low,Close,Volume,Accumulation Distribution Line,MACD,Chaikan Oscillator (CHO),Highest closing price (5 days),Lowest closing price (days),Stochastic %K (5 days),%D,Volume Price Trend (VPT),Williams %R (14 days),Relative Strength Index,Momentum (10 days),Price rate of change (PROC),Volume rate of change (VROC),On Balance Volume (OBV)
28.530001,28.959999,27.25,27.610001,1159000,-76832.1521,0.18900848,17190.86329,29.889999,27.610001,13.63640668,19.1248181,-1160089.54,-86.90905455,46.06090555,-1.519998,-1.778726369,30.34188034,23421800
27.790001,27.83,27.4,27.58,709000,-782347.3229,0.111022994,-158640.5865,29.09,27.58,17.93478261,22.26974564,-1161348.908,-88,45.86972341,-1.44,-2.509724195,-51.49815296,22712800
27.34,27.450001,26.629999,27.23,851900,-2007.468452,0.020737807,32140.19104,29.09,27.23,24.39027464,18.65382131,-1170346.37,-82.19582131,43.59629429,-1.909999,-6.522482201,-10.01373191,21860900
27.58,28.110001,27.540001,27.889999,1026100,245672.5848,0.002414713,186072.3269,29.030001,27.23,52.49995625,31.60833783,-1149698.073,-62.61128706,48.75420099,-1.07,-3.893869745,20.025734,22887000
28,30.440001,27.799999,28.690001,3048300,655431.9693,0.051849319,362506.8842,30.440001,27.23,54.06826558,43.65283216,-1120265.226,-45.93173442,54.21910571,-1.039999,-1.544262236,206.0542169,25935300
28.91,29.16,28.1,28.700001,1011500,860290.3539,0.09078698,466911.6996,30.440001,27.23,54.33073263,53.63298482,-1119202.731,-45.66926737,54.2847322,-0.109998,-0.89778318,9.127198188,26946800
28.700001,29.540001,28.549999,29.290001,583500,452392.1154,0.167324613,337390.4391,30.440001,27.23,69.81628881,59.40509568,-1098408.829,-30.18371119,58.10097135,0.940001,-1.479983182,-56.05843814,27530300
29.01,29.25,28.440001,28.49,673300,-313631.745,0.161565418,9997.746185,30.440001,27.889999,32.75858621,52.30186922,-1114346.028,-51.18110174,51.78809281,0.32,-1.11072201,-45.72787361,26857000
28.309999,28.77,27.969999,28,760600,-1307332.549,0.116123707,-441022.0428,30.440001,28,7.575789715,36.71688824,-1125926.127,-64.04198738,48.32468743,-0.639999,-1.234567901,-22.05369953,26096400
28.5,28.5,27.51,27.639999,958500,-1417291.115,0.050479852,-620424.0416,29.540001,27.639999,6.403888471,15.57942146,-1135705.297,-73.49082756,45.89616501,0.029998,-1.8814377,-8.312607614,25137900
27.6,28.549999,27.540001,28.17,938700,-469827.2564,0.040753494,-335947.8097,29.540001,27.639999,32.51229926,15.49732581,-1117325.92,-59.58004746,49.88885044,0.59,-1.641058018,-11.94183865,26076600
27.799999,28.4,27.5,28.17,948200,631182.2561,0.032668701,161290.7491,29.25,27.639999,38.28571429,25.73396734,-1117325.92,-59.58004746,49.88885044,0.94,2.028246938,-18.18809318,26076600
28.67,28.98,28.209999,28.77,1164900,727621.7997,0.073825417,380729.0371,28.98,27.639999,85.81081081,52.20294145,-1097129.967,-43.83202424,54.31526498,0.880001,4.314720812,64.30183357,27241500
28.690001,29.200001,27.27,27.34,1549400,-1050100.597,-0.008844683,-129751.4291,29.200001,27.34,3.626941126,42.57448874,-1155030.801,-81.36481293,44.27687337,-1.350001,0.403966214,81.87580702,25692100
27.5,27.83,26.34,27.200001,1794500,-600221.4975,-0.084681921,-183645.4129,29.200001,27.200001,30.06995452,39.83590215,-1162964.76,-79.02437097,43.43059816,-1.5,-2.473997937,74.88548874,23897600
26.51,26.889999,24.67,24.75,3064500,-1924382.841,-0.3385752,-610321.9781,29.200001,24.75,1.766004025,11.82096656,-1324601.769,-98.61351844,31.92923725,-4.540001,-13.73301102,0.531443756,20833100
24.99,25.379999,22.83,24.24,1964400,-817305.4448,-0.574319789,-377135.767,29.200001,24.24,22.13500437,17.99032097,-1387749.041,-81.47175014,30.13993258,-4.25,-15.54007263,94.20662383,18868700
23.1,24.440001,23.1,23.639999,2608500,1742873.301,-0.800338339,567145.9899,29.200001,23.639999,12.71583788,12.20561543,-1436372.885,-89.35612492,28.1418438,-4.360001,-19.28986619,347.0437018,16260200
24.15,25.450001,23.700001,25.059999,1333400,1367533.323,-0.855021381,782457.9893,27.83,23.639999,44.59998,26.48360742,-1279686.33,-66.76604072,38.52832839,-2.58,-12.03931555,98.03950691,17593600
