Open,High,Low,Close,Volume,Accumulation Distribution Line,MACD,Chaikan Oscillator (CHO),Highest closing price (5 days),Lowest closing price (days),Stochastic %K (5 days),%D,Volume Price Trend (VPT),Williams %R (14 days),Relative Strength Index,Momentum (10 days),Price rate of change (PROC),Volume rate of change (VROC),On Balance Volume (OBV)
0.029128316,0.028586468,0.029544295,0.029561162,0.016109605,-8.10159E-05,0.006178361,-0.000142105,0.028689666,0.031710625,0.668293497,0.48920588,-0.017184777,-0.21415796,0.625568465,0.002009254,0.07212822,0.017475871,0.017757257
0.0292366,0.028896067,0.02979956,0.030422272,0.015038038,0.00010489,0.00671475,2.87357E-06,0.028896067,0.031710625,0.96,0.665056253,-0.016607225,-0.026926368,0.676071345,0.002697347,0.059317935,-0.034310432,0.019174991
0.030579318,0.029876471,0.030976004,0.030880077,0.025194129,7.64482E-05,0.007410104,3.65958E-05,0.029876471,0.031710625,0.806249748,0.828711633,-0.016328709,-0.170246958,0.700181748,0.003440493,0.099660748,0.092844155,0.021550206
0.030536005,0.029205667,0.02987725,0.029506661,0.015794535,-0.000119548,0.006815569,-0.000127463,0.029876471,0.031710625,0.323740891,0.711426901,-0.017707799,-0.560788046,0.585703157,-0.001623913,0.007047795,-0.031641001,0.020061153
0.029312398,0.028627747,0.029577589,0.030160669,0.010305421,-1.37627E-05,0.00677442,-8.87921E-05,0.029876471,0.032466209,0.450643348,0.538043337,-0.017276936,-0.400903889,0.623524085,0.000192668,0.0295369,-0.037467719,0.021032712
0.030319437,0.029092149,0.030298993,0.030029866,0.010855153,3.52244E-05,0.006564514,-2.12793E-05,0.029876471,0.032466209,0.391303743,0.396796891,-0.017331942,-0.438488912,0.613305131,0.000275234,-0.005391455,-0.059390159,0.020009326
0.030308609,0.028885747,0.029466603,0.028994354,0.012400966,-0.000121739,0.005529901,-0.000131495,0.029876471,0.031902518,0.020833733,0.293688151,-0.01779263,-0.736034221,0.53811645,-0.000743149,-0.049119335,0.004142095,0.018840206
0.0292366,0.027864065,0.028545425,0.028296745,0.020253106,-0.000169884,0.004120475,-0.000207501,0.029205667,0.031134938,0.093023256,0.171955284,-0.018159847,-0.927788022,0.494163436,-0.002009254,-0.073587839,0.058020062,0.016930813
0.028262047,0.027317103,0.028323455,0.028721851,0.011971027,-2.34784E-05,0.003295778,-8.93623E-05,0.029092149,0.031134938,0.310861307,0.144572906,-0.017785373,-0.759730116,0.523693413,-0.000247718,-0.026236026,-0.020429721,0.0180594
0.029269086,0.029350149,0.029522097,0.030738377,0.043569942,0.000536434,0.004160925,0.000465671,0.029350149,0.031134938,0.917808247,0.449900493,-0.016750965,-0.219152834,0.637336587,0.002972586,0.076699039,0.156127513,0.022167023
