PercentChange
0.05798285
-0.055148688
0.000430663
0.001290366
-0.007365685
-0.010507881
0.076425394
-0.047881356
-0.018119068
-0.059899357
-0.001832387
0.031069728
0.045743327
0.011720302
0.002088638
0.003330516
0.013957348
0.023647294
-0.000400962
-0.011354461
0.002427144
-0.02957097
0.00249273
-0.035268817
-0.013071851
-0.005696801
-0.000438448
0.006533101
-0.010118742
-0.02433524
0.000900405
0.005373981
0.018461538
0.021505376
0.028010033
-0.008857065
0.145585622
-0.040885221
-0.032133178
0.032584306
-0.007927558
0.02753304
-0.028312571
-0.048278591
-0.02515213
0.011231448
0.008353183
0.017200977
-0.021973591
0.005166892
0.022912621
0.037023186
-0.013262638
0.020052024
0.005539143
0.020968908
-0.002173913
-0.005464444
-0.02158541
-0.006744099
-0.00945537
0.025073745
0.028305231
0.014825274
-0.046545992
0.021684134
-0.004355753
-0.035714248
-0.024653352
0.014800797
0.06560287
-0.008223168
-0.042878412
-0.003742553
0.077984852
0.016960651
0.002368833
0.019575316
-0.056802209
0.008344924
0.0454696
-0.049825713
-0.011632005
-0.046091444
0.018102823
0.008614501
0.020049209
0.005944056
-0.046852123
-0.030943396
0
-0.018838908
0.05521253
-0.011760456
0.018044028
-0.005077947
-0.004005863
0.023123514
0.006362672
0.028836184
-0.003790455
0.004118017
-0.00621547
0.025899798
-0.031933392
-0.016225714
-0.006389776
0.01641058
-0.03730525
-0.001087781
-0.01285347
0.023664361
0.027884349
0.000348432
0.020143393
-0.028080063
-0.0175
-0.013024639
0.018814377
0
0.020855057
-0.052304316
-0.005147022
-0.098989939
-0.021039604
-0.025380754
0.056664009
-0.052057053
0.058497987
0.038388447
-0.003049905
-0.004980843
-0.010452962
-0.064715581
-0.087892425
-0.015945238
0.043989462
0.038123249
-0.032886195
0.026127223
0.039660018
-0.003248072
0.004446281
-0.030833333
-0.040312094
-0.005666913
0.037751636
-0.009741592
-0.027862518
-0.003933567
0.049833929
0.010682005
0.019339243
0.037984459
-0.001164106
0.00922722
-0.006189555
-0.00858373
0.02843063
-0.03369902
0.025582321
-0.065067141
-0.019485862
0.011070029
-0.027812853
-0.00295858
0.067402481
0.058976189
0.00111156
0.03192249
-0.009778993
0.006834461
0.005010809
0.003921497
-0.022975894
0.03246295
-0.027928908
-0.008412582
0.024616517
0.018213591
-0.010619434
-0.00964975
0.027121001
0.037161063
-0.017024174
-0.016966829
-0.005921282
0.115526806
-0.004642463
-0.033258746
0.01790201
-0.031088116
0.014363262
0.068668224
-0.012642926
0.020925405
0.028906669
-0.037410897
-0.033128898
-0.0264483
0.009666355
-0.019713799
0.006632944
0.027641308
-0.025511843
0.0302383
-0.004294601
0.021021052
0.032539194
0.012905105
-0.019888857
-0.106830693
0.004832539
-0.020716902
-0.032597588
-0.032246757
0.003144654
-0.022142893
-0.009009009
0.005376344
-0.011969532
0.007202017
0.004659498
0.023451173
-0.002104525
0.007657501
-0.005952416
-0.017093981
-0.013352617
-0.021755088
-0.007803828
0.012477064
0.013396126
